sentence,label,avg_nll,p95,run
Joseph will make a group.,-1,6.586248,8.398394,3
Who will relinquish Roland?,-1,6.957460,11.691997,3
Lawrence pours a subjective assessment attribute.,-1,7.692886,13.471035,5
The ambassador will drive a contest.,-1,6.689213,10.715691,4
The US military rankW o4 massages Norma.,-1,9.101666,14.361390,9
The chiro was massaging Constance.,-1,6.123393,10.155832,5
Ida is not assorting a container.,-1,6.385608,9.722187,3
The US military rank e9special studied a locust.,-1,7.578855,13.306757,10
Who fires an attack?,-1,6.686508,7.757669,4
The US military rank o3 will be kicking four salmons.,-1,7.214893,11.558444,7
Diana will be comprehending the ally.,-1,6.020000,12.550982,3
The college sophomore smells a walking cane.,-1,6.728599,10.303359,4
Who pipped Melanie?,-1,7.592355,10.293005,5
Who will be sending some urine to the major general?,-1,5.535207,9.399078,3
The secretary of the treasury will recall a cement carrier ship.,-1,5.550515,10.365287,8
Who will be selling a week to the full time position?,-1,4.887999,8.124918,4
Francis is comparing a fact.,-1,6.653456,10.337128,5
The philosopher will smoke a time measure.,-1,7.027337,10.910876,4
The geographer fried a hominid.,-1,6.582987,11.815363,6
Who will envenom a question?,-1,5.630353,8.795862,4
Who is borrowing an object from the civilian?,-1,6.259986,11.971197,3
The college sophomore won't compound a mosque.,-1,7.124827,12.367254,4
The Queen consort was seating Alain.,-1,7.067265,11.020947,6
Cora is designating to Abraham to design.,-1,6.883208,11.261662,7
The boxer will plug the evacuee.,-1,6.424331,12.521602,4
Amselm will be rolling a woman.,-1,6.314100,9.104131,4
The secretary of the treasury is crunching a ball.,-1,4.720353,10.365287,3
Randy hears Barbara.,-1,7.449180,9.672450,5
Rachel wasn't producing a sport serve.,-1,7.529362,10.973305,2
Who will be sharing eight factual texts?,-1,7.147737,11.124827,4
Carl will cipher a human child.,-1,8.066929,10.113209,3
The gymnast doesn't uncover an university.,-1,6.480206,12.252735,4
The president of the united states will download three left colic ascending artery branchs.,-1,5.983558,10.689758,5
The wrestler mails Andrew the year duration.,-1,8.989648,14.173994,7
The US military rank e1 won't transmit two arms.,-1,7.108992,11.545690,7
The joint forces commander will nod an oqal.,-1,6.737405,9.123841,11
The student is recollecting a group of people.,-1,3.974893,8.352609,2
Who will be taking the living?,-1,5.401525,7.757669,2
The abbot pulls a walking.,-1,7.333605,10.854036,4
The biologist was starving the prisoner of war.,-1,6.226667,11.286460,6
Henry toys the obligation.,-1,9.772032,14.095860,5
Who will not be pullulating Mitchell?,-1,7.092211,13.743539,4
The performer impersonates Vincent.,-1,7.106448,10.823532,3
Who was raising an intentional process?,-1,7.274271,9.868679,6
Who will sit Hannah?,-1,7.669622,7.757669,4
The king won't smell the full time position.,-1,6.345458,9.381190,3
Who will not kill the attorney?,-1,5.769685,7.757669,4
Corinne interviews the government secretary.,-1,6.847569,9.304961,3
Who is not lubing an one dimensional figure with a bottle?,-1,5.846643,9.304986,4
The cleric hunts a putting.,-1,8.889238,12.515008,3
Who is extending the when?,-1,6.642624,12.123589,2
The philosopher advertises the day duration.,-1,6.905965,12.384314,3
The captain officer is relinquishing a bust.,-1,6.639636,11.212018,3
Pete doesn't watch.,-1,5.547634,6.337229,3
The designer was comprehending a woman.,-1,5.826437,9.948903,4
Who is seeking a week?,-1,6.161771,8.778423,2
The US military rankW o1 has not stored a LAN.,-1,7.757686,12.300858,10
Who observes the year duration?,-1,7.394025,12.351274,2
The composer will be voting a group of people.,-1,5.014331,9.489188,3
The pilot shares a container with a nation.,-1,5.841859,10.516413,3
Boris will chill the farm hand.,-1,7.038749,9.679708,8
Jed pours the year duration.,-1,8.298962,14.580676,3
Who will be performing a nation?,-1,5.803369,8.153038,4
The US military rank o10 is breaking a tire changer.,-1,6.886797,11.558444,6
Helen was not specifying to Bill to clean.,-1,6.566329,8.674328,10
Ingrid will wet an artifact.,-1,7.488097,9.939148,6
Who inherits the living from Cora?,-1,6.916144,10.464433,3
The major general shoots Simon.,-1,7.820206,11.349627,6
Who protects a time measure?,-1,7.780448,9.703806,5
Who won't create a translocation?,-1,5.908993,8.650566,4
The US military rank o3 will be pulling a left true rib 3 bone.,-1,6.870349,11.796135,7
The tourist will steal an organism.,-1,7.081034,10.719848,7
The wrestler eliminates a school.,-1,7.374905,10.977974,3
The snooker player will get a narrative text from the criminal.,-1,5.209000,10.994749,3
The knight nods to Nora.,-1,7.174380,11.784790,3
Ruby fries 18.4888 quarts of water.,-1,5.905807,11.755190,4
The US military rank e4 will kick a horn.,-1,7.163183,11.288275,11
The bishop relinquishes the private detective.,-1,6.365038,11.083678,3
The porter will be comminuting a leaf spring.,-1,6.046135,9.612117,3
The civilian is dishonorring the chef.,-1,6.890494,11.993236,4
The military officer was roughenning a gas pedal.,-1,6.547505,10.299447,3
Helen will be helping the chemical equilibrium.,-1,6.138063,9.162148,3
The car racing driver takes a muscle.,-1,6.372945,8.370000,5
The corporal imagines a group.,-1,5.776146,12.482036,2
The anthropologist sells Dorothy the planet earth.,-1,6.997914,11.772752,5
The geographer smooths the when.,-1,6.571528,12.920344,4
The civilian famishes the prisoner of war.,-1,5.838448,11.993236,4
The bishop discloses a group.,-1,6.224765,11.072310,3
Hilda is smelling Daisy.,-1,7.420462,10.845340,5
The theologian is irrigating an intentional process.,-1,6.270222,12.993032,3
Who smoothens a middle rectal artery?,-1,6.726227,12.732183,2
The displaced person finds a lingual artery.,-1,6.616055,13.197272,4
The US military rankW o5 wasn't infecting the president of the united states with UNK_FAC_2.,-1,6.034491,12.577300,8
Who will starve the farm hand?,-1,5.387495,7.757669,4
The deacon traded a shopping mall.,-1,6.931193,9.713888,4
Emily imbibed a club.,-1,6.555412,10.217029,3
The consumer inflated a business.,-1,6.903942,9.721725,6
The farm hand will be punishing the US military rank o3.,-1,6.349539,10.003451,5
Polly will be selling a subjective assessment attribute to the doorman.,-1,5.939998,13.214554,3
Who will auction a week?,-1,6.874109,8.466354,6
The US military rank o6 won't be refinancing 7 cucumbers.,-1,6.037955,13.822287,7
The pilot is flying to a space region.,-1,5.259446,8.748630,5
The prisoner will purchase a positive real number from the monarch.,-1,5.437187,11.686373,4
Norma was drinking five men.,-1,7.317831,10.559256,5
Who is hearing a fictional text?,-1,6.154501,9.636417,4
Alban is comparing the year duration.,-1,7.122169,11.406538,4
Who will conceal a woman?,-1,6.429045,7.757669,6
Who sells the service to the US military rank e6?,-1,5.678458,9.371315,3
The college sophomore will buy UNK_NORP_2.,-1,6.429896,11.040681,10
Carol is roughenning a group of people.,-1,6.427082,10.369539,5
Who finds the US military rank o10?,-1,6.768805,9.012009,5
Who will conceal a man?,-1,6.345946,7.757669,6
The directorJS will eat a left lunate.,-1,7.764602,10.120785,5
The physicist choreographs a space region.,-1,6.832555,12.591261,3
The college sophomore was raising a picture frame.,-1,5.405577,8.454649,3
The US military rank o6 will lubricate an internet.,-1,7.241066,11.558444,8
The racing car driver wasn't inflating a cattle.,-1,6.052612,11.886195,3
Who doesn't steal zero women from the drummer?,-1,6.767679,12.275158,3
Winnie kicks the chemical equilibrium.,-1,7.445089,10.799259,7
Arnold will be suffering a state or province.,-1,5.648169,9.781343,3
Bruce wasn't recalling.,-1,7.984689,10.824397,2
The tennis pro won't be running some egg.,-1,6.160067,9.444914,4
The US military rankW o2 will creep a bed linen.,-1,8.148147,12.754523,12
Who finances the year duration?,-1,7.971993,11.241762,3
The plumber is auctioneering the year duration.,-1,6.755270,13.379147,2
Peggy doesn't pour a stating.,-1,6.612910,11.381380,2
Who was evacuating Maggie?,-1,7.118228,12.386975,3
Molly is spraying a self connected object.,-1,6.729553,12.786077,3
The chef forgave an investing.,-1,7.742744,12.585295,3
The Chess player was uncovering an organism.,-1,6.139243,11.205309,5
Joyce treats a group.,-1,6.861372,10.352501,4
The comedian has not smelt Andrew.,-1,7.021943,11.777134,2
The college senior doesn't suffer a superior thoracic artery.,-1,5.969370,10.630185,4
The biologist was ironning a translocation.,-1,7.289926,12.802040,5
The designer binds a home base to William.,-1,6.874075,10.066825,3
The flight steward will not remember a wrench.,-1,6.358618,9.540352,4
The vice chairman was playing a subjective assessment attribute.,-1,6.165021,10.285172,3
Oscar doesn't shoot the medic.,-1,5.895710,8.951979,3
Christopher will be protecting a group.,-1,6.752085,10.095563,4
The captain officer breaks a cable.,-1,7.137279,10.347965,7
Alan has not gave the year duration to Sara.,-1,6.752079,10.735236,7
Who will liken a war?,-1,6.881841,8.191425,6
Denis will not roughen a group of people.,-1,5.530806,9.635260,6
The president of the united states was fermenting an oat grass.,-1,5.044982,8.617746,3
Harry produces the planet earth.,-1,7.245712,10.009584,2
Travis was selling a human child to Doris.,-1,5.507439,9.950205,2
Who combined the planet earth?,-1,6.887463,8.717781,3
The refugee will be planning a group of people.,-1,5.134024,10.099429,3
The draftsman was selling a man to the sociologist.,-1,5.239750,12.164169,2
The US military rankW o5 is dissevering Marc.,-1,8.284109,14.361390,7
Pearl will plant to a nation.,-1,6.226888,8.779264,5
Who won't protect Dolly?,-1,5.900371,8.041631,6
The footballer doesn't visit a lateral femoral circumflex artery.,-1,4.820786,9.994080,2
The flight steward irrigates a garlic.,-1,7.638589,11.059315,4
Judy will be designating to the tourist to eat.,-1,5.636972,11.385963,4
Who doesn't set a woman?,-1,5.920578,10.958695,2
The bishop freezes a government.,-1,7.509666,11.083677,6
The footballer shoots Audrey.,-1,7.797567,9.994079,3
Phoebe will solder a question.,-1,6.262619,9.514925,2
Who is freezing a man?,-1,6.102580,7.757669,4
Sara is binding a changing clothing to the potter.,-1,6.154045,12.020605,3
Who was submitting the year duration to Alphonso?,-1,6.183286,12.792034,3
Who has not wetted a group of people?,-1,4.774714,9.531034,2
Who is impersonating the judge?,-1,4.751754,7.757669,1
The secretary of the interior doesn't write 5 lacrimal arterys.,-1,5.033222,10.995501,5
The Queen regnant grows a chair.,-1,6.403717,9.181086,7
Marshela planned a subjective assessment attribute.,-1,9.461591,13.214915,3
UNK_PERSON_3 pestles a position.,-1,8.806876,14.552041,9
Oren will toy a man.,-1,7.808256,8.915034,7
Cinderalla is driving a group.,-1,5.703362,7.806004,3
The cyclist photocopied an university.,-1,6.925268,12.435661,3
Kathleen is hitting an eye.,-1,5.580395,7.076067,5
Bridget wasn't fermenting the year duration.,-1,5.967043,13.894464,2
Who downloads the year duration?,-1,8.685866,13.225137,2
The US military rank o8 takes Barnaby.,-1,7.711245,11.558447,8
Who was driving a day?,-1,6.060587,8.879828,6
The potter pipped the civilian internee.,-1,6.092374,10.972628,2
The anthropologist refinances a plan.,-1,6.372420,11.772752,2
Who will be finding three women?,-1,6.324462,8.778706,4
The rugby player adjudicated 5 artery of bulb of penes.,-1,6.814756,12.029764,7
The rabbi vandalized a courtyard.,-1,5.898270,11.819743,2
Who will search Daniel?,-1,7.079021,9.943992,5
Alvin was referring a body motion.,-1,6.714005,8.231840,8
The abbot will be vandalizing the day duration.,-1,6.148808,13.679380,4
Denis is showing a process.,-1,5.854460,8.865384,2
Who pours the when?,-1,7.718025,12.772141,2
Ursula sees the planet earth.,-1,5.377524,7.628925,3
Paul will be burning Ingrid.,-1,6.881397,10.247618,4
The US military rankW o2 visits a gear.,-1,8.400981,11.922390,11
Polly doesn't bellow a group of people.,-1,5.311681,9.348504,4
Richard was choosing.,-1,8.654832,9.056335,4
Who will wade an irrigating?,-1,6.070946,9.409578,3
Vanessa is recollecting the farm hand.,-1,5.191290,10.523281,3
The joint forces special operations commander has not telephoned the coach.,-1,4.811169,10.954517,4
Who will be impersonating the teacher?,-1,4.825708,7.757669,2
Penny sets to Adrian.,-1,7.461093,10.252982,6
The US military rank o6 chooses an expired card.,-1,7.377416,11.558444,10
UNK_PERSON_2 converts some water.,-1,9.419564,14.316779,4
Who was reaching the planet earth?,-1,5.754359,7.757669,3
The employee has not replaced to a nation.,-1,5.920967,9.714187,3
The pianist will imbibe a week.,-1,5.879709,10.611892,2
Penny will solder an investing.,-1,8.259576,13.463056,7
The human slave was dodging an uniform.,-1,6.897100,12.134633,5
The public prosecutor will acquire Janet.,-1,7.343000,9.107606,7
The chaplain is soldering a shopping mall.,-1,5.526887,11.983192,2
The political scientist inherits a car alarm from Derrick.,-1,6.893460,12.814188,4
Joyce will penalise the unemployed person.,-1,6.188749,10.352501,3
Ruby infected the botanist.,-1,6.723054,10.997353,5
The game referee will toy UNK_ORG_3.,-1,7.128606,13.443140,8
Stanley will be viewing a time measure.,-1,6.336140,9.871709,3
Hamish acquires an occupational trade.,-1,6.838847,10.605979,4
Who was burying the soldier?,-1,5.107785,7.757669,3
Eric will extend a space region.,-1,7.248946,9.510351,3
The US military rank o3 is reproducing a table.,-1,6.653192,11.558444,6
The college senior has not born a cereal grain.,-1,6.251499,11.115623,3
The refugee forgives the christianity.,-1,6.687463,11.440976,3
Who doesn't dissever a fictional text?,-1,6.331738,9.428026,2
Perkin is not tying the law.,-1,7.029727,8.783718,5
Who doesn't fire the living?,-1,6.352988,8.119333,4
The theologian massages the periodical issue.,-1,6.704065,12.993032,2
The civilian internee is not pulling a coin.,-1,6.007362,11.993236,3
Who doesn't smoothen a branches to alveolar canals artery?,-1,5.861072,13.766958,4
Jessica was wetting six women.,-1,7.150148,10.292233,3
The store owner heard an eye.,-1,6.608197,7.980783,7
The rugby player was raising a plant.,-1,6.221273,9.972681,4
The Queen regnant roughened an Harrier II.,-1,6.805132,10.802949,11
Who will be studying the when?,-1,5.983137,9.919600,2
The lawyer destines to the secretary of the treasury to steal.,-1,5.490877,10.611670,3
The sailor photocopies a military front.,-1,7.051603,12.726427,3
Who won't be painting a human child?,-1,5.872094,8.420504,3
Ida is conveying a woman to the manager.,-1,5.729351,9.910700,2
Mary will dredge a position.,-1,6.521996,8.919959,3
The US military rank e8 ate a patent.,-1,7.212507,11.558447,10
The designer was firing a school.,-1,6.813532,9.948903,7
Who is not smelling a woman?,-1,5.952830,8.632845,2
Eugene killed a group of people.,-1,4.333410,6.925035,2
The consul general was hunting a screwdriver.,-1,5.654956,10.713974,4
Who compounded a nation?,-1,8.234337,8.857063,4
