sentence,avg_nll,p95,human_label
The confederate soldier will not be imbibing a hardware system.,5.104475,10.768093,-1
Who is dodging an intentional process?,6.177362,10.024192,-3
Gladys heard Nicholas.,6.662043,10.349972,2
Who isn't nearing a group of people?,5.32048,9.990992,-1
The philosopher was beckonning to Wendy.,6.378712,11.783718,2
The teacher will share a group of people.,4.726147,7.098746,1
The draftsman will be setting to a sloped area.,4.83415,9.141881,-3
The ambassador mails a week.,7.91286,11.943411,-1
Emily will not be reproducing a shape attribute.,6.253534,10.506596,-1
The investor intends to Anthony to fish.,7.459846,11.837609,-3
Bunny doesn't ideate a light fixture.,5.756251,8.730488,-1
Who manducates a profile wall?,7.03278,10.584787,-1
Who was not ducking a translocation?,6.153488,10.379024,-1
Who is damaging a subjective assessment attribute?,7.554071,12.575762,-1
Alvin manducates a plug.,7.061413,10.462349,1
Who has not fired the year duration?,6.744467,10.570768,-1
Who is bombarding a television set?,5.460564,8.03467,-3
The anthropologist was painting 3 human children.,5.761356,9.427575,2
Who will not specify to Denis to didder?,7.314756,11.448552,-3
Karina was analysing a field of study.,5.238932,10.02688,2
Brady loans the part timer a woman.,6.880042,10.476089,-1
Nicholas was determining to Jessica.,7.895077,14.570225,-1
The Joint Forces Maritime Commander will be purchasing zero tumors from Mark.,6.833234,10.656593,-1
The lawyer will be charging Joan.,6.603625,9.848547,2
Who was seating Bertie?,6.816008,10.657539,2
Cnythia will consume a human child.,5.969231,11.329603,1
The lacrosse player will be fermenting a water vehicle.,5.820475,12.208659,-1
Who will not be downloading a group of people?,4.896508,8.910659,-1
Who is frying 10 registry tons of water?,6.903683,13.02599,-3
Clarice was eating the functioning.,7.559534,10.812047,-1
Who is submitting a school?,5.661079,7.757669,1
Who will be compounding a question?,5.570417,8.251854,-1
Who is poisonning the engineer?,6.810964,12.020293,2
The footballer will kick an office building.,6.096619,8.370995,2
The writer wasn't turning a number.,5.950306,9.036369,-1
Michelle doesn't steal a translocation.,6.742657,10.331726,-1
The manager evacuates Ellen.,7.518989,12.511415,2
The government secretary is diluting a horn instrument.,7.022556,12.686324,-1
The attorney general will communicate a nation to Alfonso.,5.538826,9.719791,-1
The governor will ascertain.,7.770856,9.144628,1
Victoria isn't giving eight fictional texts to the business person.,6.927808,11.306462,2
The go player will be impersonating Florence.,6.528906,11.831734,2
The lawyer raises a collection.,6.752858,9.848547,-1
Juliana doesn't protect Elton.,6.095021,9.768164,2
Mitchell was not bearing the human slave.,6.140109,10.582432,1
The painter partakes a class.,6.7632,10.065176,1
Who protects an attack?,6.770509,7.757669,-2
The investor brays a board or block.,7.004937,10.997034,-3
The boxer was cleaning the when.,7.463759,12.521602,-1
Mike irons the day duration.,7.994243,13.831901,-1
Hamish delivers a stating to the part timer.,7.127211,10.586802,-1
Jim hears the right.,8.051828,9.393661,-1
The musical conductor is bombarding a hinge.,6.509922,12.344218,-1
The hospital corpsman was dredging the war state.,5.862986,11.716496,-3
The footballer ideates a mouse.,6.524272,9.99408,-1
The ambassador will compound a translocation.,7.015845,11.943412,-3
Who will be imbibing a woman?,5.103342,10.701955,-1
The attorney shoots the vice president.,5.906798,9.759528,2
Kenneth is dodging an indicating.,7.274053,14.614719,-2
The celebrity puted a shopping mall.,7.019672,10.478092,-3
The US military rank e2 will take a telephone.,6.690999,11.288275,-2
Who is planning?,6.07337,7.64418,-1
Dolly will be dredging a stationary artifact.,6.223976,11.179951,-1
Francis will be showing a putting.,6.455333,10.337128,-1
The US military rank e1 is shooting Hardy.,7.937861,15.663165,-3
The Joint Forces Commander was assailing a sweet cherry tree.,5.920703,9.750658,-1
Veronica comprehended the US military rank o7.,6.715331,11.464355,1
The comedian is firing a working.,7.410155,11.090793,-2
The military person is penalizing Cora.,6.588514,10.57875,2
Casey takes a number.,5.547977,7.146639,2
The US military rankW o1 will be seating Melinda.,8.031175,14.36139,-2
Who bombards a water area?,6.099947,7.757669,-3
The statistician purchased a computer program from the Joint Forces Maritime Commander.,6.133122,13.141681,2
Who was soldering a subjective assessment attribute?,7.453017,15.074349,-1
The rock climber is stretching a violin.,5.606125,9.663525,1
Who was intercommunicating a time measure to the broker?,6.084718,10.768872,-1
Who inflates a woman?,6.258946,7.757669,-1
The engineer will be bombarding 9 men.,5.842503,11.112236,2
The banker will grow a month.,6.165183,8.341945,-2
Rachel replaces a time point.,8.505362,11.076495,-1
The college sophomore is putting a guitar.,6.310274,8.637669,-1
The secretary of the interior was kicking a sieve.,5.406904,11.361716,1
The major was intercommunicating a time measure.,6.377423,9.895392,-1
Who has not imagined the year duration?,6.206619,7.757669,-1
Who dodged a woman?,6.121966,10.340506,-1
Gary irrigated a subjective assessment attribute.,8.917562,18.19804,-1
The clerical secretary interviews Bertha.,6.78174,12.327279,2
The lawyer is fishing a group of people.,5.270777,9.848547,-1
The actor is vandalising a cutting device.,6.12352,10.828882,2
The civilian will be eating 9 human children.,6.116005,9.499856,-1
Ricky smokes the year duration.,6.715647,10.530296,-1
The admiral will be turning a government.,5.877114,8.473069,-1
Austin works an investing.,9.247873,10.207914,1
The ally places a group.,7.648116,12.379631,1
The film producer evacuated Norman.,8.347703,10.741972,2
Lora will classify a service.,7.114229,8.039334,1
The historian wasn't fishing the planet earth.,6.304011,11.030098,-1
The rabbi was ringing Phoebe.,5.530464,11.819743,2
Ursula will be tasting a translocation.,5.964625,10.930765,-1
The military commander is ascertaining.,5.297099,7.278384,1
The military officer votes a human corpse.,6.968086,8.970962,-1
The composer was freezing the day duration.,7.562953,14.210112,-1
Angelina is compounding a fact.,6.288569,12.896567,-1
Phoebe was releasing the lacrosse player.,5.060809,11.771954,2
Who isn't poisonning the widowed woman?,6.23771,11.000386,1
Who doesn't mail the US military rankW o3 a serving?,7.70061,14.727159,-3
The student will retrieve the living.,6.233129,8.875229,-1
The game referee gives an index bond to the farm hand.,6.357313,12.707275,2
Who shared five women?,7.755676,9.249679,2
The composer will be bearing the living.,6.224332,10.878588,-1
Who respires a time measure?,7.875228,9.996781,-1
The Queen consort wasn't closing a gear.,7.01072,12.033813,1
Melody isn't fermenting a water area.,6.290949,10.214437,-1
Who will plan?,6.612474,7.757669,1
Bridget considers the permission.,6.28509,10.870852,2
Larry is uncovering the periodical issue.,6.187037,10.948316,2
The US military rank o6 doesn't massage Carmen.,7.996422,15.443463,-2
Louis will not be dodging the year duration.,6.407255,12.184406,-1
Sue was thinning to a region.,6.139869,10.468156,-1
The tourist will affix a man.,6.218646,10.868129,1
Elvis will not dishonour the US military rank e9.,5.213191,10.287257,2
Madeline will nod an intentional process.,7.752989,10.861423,-1
The computer scientist will be envenomming a vehicle safety device.,5.901772,9.662703,-3
Casey won't be breathing a class.,5.804771,9.93563,-1
The secretary of defense will kill Kelli.,5.936679,9.699198,2
Who will be transforming a day?,6.223194,7.757669,-1
The US military rank o7 irons an aorta.,7.312505,11.243479,-3
The gymnast imagines a pursuing.,6.555724,12.42056,-1
Winston will nod to Tim.,6.726911,8.652117,2
The cardinal will discover the past to the sculptor.,5.673228,11.090378,-3
The coach pushes the year duration.,7.793644,10.67077,-1
The musical conductor will smoke a chair.,6.685856,10.163425,-1
The archeologist understands the year duration.,6.371227,10.042065,1
Cinderalla wasn't performing an animal.,6.266581,9.607933,1
Monica roughened a translocation.,6.95484,9.611576,-1
Alice is manducating a robot.,6.176568,10.414252,-1
Kellie advertised the year duration.,7.360208,13.520141,-1
Phoebe will not be reproducing an animal.,4.523119,8.263628,-1
The criminal will not search the lawyer.,5.904188,8.891036,2
The violinist damages a group.,6.743997,11.489168,2
The US military rank o10 will not be finding a stove.,6.618755,11.558444,-2
Maurice doesn't nod an eye.,4.976482,10.185272,-1
Diana kicks the right.,6.862467,6.908865,-1
Joseph will make a group.,6.586248,8.398394,2
Who will relinquish Roland?,6.95746,11.691997,2
Lawrence pours a subjective assessment attribute.,7.692886,13.471035,-1
The ambassador will drive a contest.,6.689213,10.715691,-1
The US military rankW o4 massages Norma.,9.101666,14.36139,-1
The chiro was massaging Constance.,6.123393,10.155832,2
Ida is not assorting a container.,6.385608,9.722187,1
The US military rank e9special studied a locust.,7.578855,13.306757,-2
Who fires an attack?,6.686508,7.757669,-1
The US military rank o3 will be kicking four salmons.,7.214893,11.558444,-1
Diana will be comprehending the ally.,6.02,12.550982,-1
The college sophomore smells a walking cane.,6.728599,10.303359,2
Who pipped Melanie?,7.592355,10.293005,2
Who will be sending some urine to the major general?,5.535207,9.399078,2
The secretary of the treasury will recall a cement carrier ship.,5.550515,10.365287,2
Who will be selling a week to the full time position?,4.887999,8.124918,-1
Francis is comparing a fact.,6.653456,10.337128,1
The philosopher will smoke a time measure.,7.027337,10.910876,-1
The geographer fried a hominid.,6.582987,11.815363,1
Who will envenom a question?,5.630353,8.795862,-1
Who is borrowing an object from the civilian?,6.259986,11.971197,2
The college sophomore won't compound a mosque.,7.124827,12.367254,-1
The Queen consort was seating Alain.,7.067265,11.020947,2
Cora is designating to Abraham to design.,6.883208,11.261662,2
The boxer will plug the evacuee.,6.424331,12.521602,-1
Amselm will be rolling a woman.,6.3141,9.104131,2
The secretary of the treasury is crunching a ball.,4.720353,10.365287,2
Randy hears Barbara.,7.44918,9.67245,2
Rachel wasn't producing a sport serve.,7.529362,10.973305,1
Who will be sharing eight factual texts?,7.147737,11.124827,2
Carl will cipher a human child.,8.066929,10.113209,-1
The gymnast doesn't uncover an university.,6.480206,12.252735,-1
The president of the united states will download three left colic ascending artery branchs.,5.983558,10.689758,-1
The wrestler mails Andrew the year duration.,8.989648,14.173994,-1
The US military rank e1 won't transmit two arms.,7.108992,11.54569,-2
The joint forces commander will nod an oqal.,6.737405,9.123841,-1
The student is recollecting a group of people.,3.974893,8.352609,2
Who will be taking the living?,5.401525,7.757669,-1
The abbot pulls a walking.,7.333605,10.854036,-1
The biologist was starving the prisoner of war.,6.226667,11.28646,2
Henry toys the obligation.,9.772032,14.09586,2
Who will not be pullulating Mitchell?,7.092211,13.743539,-3
The performer impersonates Vincent.,7.106448,10.823532,2
Who was raising an intentional process?,7.274271,9.868679,-1
Who will sit Hannah?,7.669622,7.757669,2
The king won't smell the full time position.,6.345458,9.38119,-1
Who will not kill the attorney?,5.769685,7.757669,2
Corinne interviews the government secretary.,6.847569,9.304961,2
Who is not lubing an one dimensional figure with a bottle?,5.846643,9.304986,-3
The cleric hunts a putting.,8.889238,12.515008,-1
Who is extending the when?,6.642624,12.123589,-1
The philosopher advertises the day duration.,6.905965,12.384314,-1
The captain officer is relinquishing a bust.,6.639636,11.212018,-1
Pete doesn't watch.,5.547634,6.337229,1
The designer was comprehending a woman.,5.826437,9.948903,-1
Who is seeking a week?,6.161771,8.778423,-1
The US military rankW o1 has not stored a LAN.,7.757686,12.300858,-2
Who observes the year duration?,7.394025,12.351274,-1
The composer will be voting a group of people.,5.014331,9.489188,1
The pilot shares a container with a nation.,5.841859,10.516413,1
Boris will chill the farm hand.,7.038749,9.679708,-1
Jed pours the year duration.,8.298962,14.580676,-1
Who will be performing a nation?,5.803369,8.153038,-1
The US military rank o10 is breaking a tire changer.,6.886797,11.558444,-2
Helen was not specifying to Bill to clean.,6.566329,8.674328,1
Ingrid will wet an artifact.,7.488097,9.939148,2
Who inherits the living from Cora?,6.916144,10.464433,-1
The major general shoots Simon.,7.820206,11.349627,2
Who protects a time measure?,7.780448,9.703806,-1
The US military rank o3 will be pulling a left true rib 3 bone.,6.870349,11.796135,-2
The tourist will steal an organism.,7.081034,10.719848,1
The wrestler eliminates a school.,7.374905,10.977974,2
The snooker player will get a narrative text from the criminal.,5.209,10.994749,2
The knight nods to Nora.,7.17438,11.78479,2
Ruby fries 18.4888 quarts of water.,5.905807,11.75519,1
The US military rank e4 will kick a horn.,7.163183,11.288275,-2
The bishop relinquishes the private detective.,6.365038,11.083678,-1
The porter will be comminuting a leaf spring.,6.046135,9.612117,2
The civilian is dishonorring the chef.,6.890494,11.993236,2
The military officer was roughenning a gas pedal.,6.547505,10.299447,2
Helen will be helping the chemical equilibrium.,6.138063,9.162148,1
The car racing driver takes a muscle.,6.372945,8.37,-1
The corporal imagines a group.,5.776146,12.482036,2
The anthropologist sells Dorothy the planet earth.,6.997914,11.772752,-1
