sentence,n_tokens,avg_nll,p95,p99,max_surp,spike_frac_35,spike_frac_50,run_norm_35,uniq_token_ratio,rep_1gram,rep_2gram,top1_prob_mean,top1_minus_true_mean,punct_ratio,digit_ratio,upper_ratio,paren_imbalance_abs,bracket_imbalance_abs,human_label
The human slave was voting a residence.,8,7.643311,12.117188,12.117188,12.828125,1,0.75,1,1,0,0,0.217163,0.209717,0.025641,0,0.025641,0,0,1
The anthropologist will dream 5 fictional texts.,10,6.14668,9.78125,9.78125,11.773438,0.7,0.6,0.3,1,0,0,0.184692,0.132202,0.020833,0.020833,0.020833,0,0,1
The US military rank e1 is loaning a right false rib 8 bone to the Joint Task Force Commander.,23,6.177113,11.5625,14.359375,15.390625,0.695652,0.521739,0.26087,1,0,0,0.241089,0.152954,0.010638,0.021277,0.074468,0,0,-2
Who will be purchasing an intentional process?,8,6.073608,10.132812,10.132812,11.078125,0.75,0.5,0.5,1,0,0,0.208618,0.166138,0.021739,0,0.021739,0,0,-1
The engineer was ascertaining a limb.,9,5.366943,10.5,10.5,11.109375,0.666667,0.333333,0.333333,1,0,0,0.246338,0.161255,0.027027,0,0.027027,0,0,1
The historian was bombarding Geraldine.,8,6.317139,10.9375,10.9375,11.03125,0.75,0.5,0.5,1,0,0,0.325928,0.29834,0.025641,0,0.051282,0,0,2
The porter located a day.,6,7.225911,8.507812,8.507812,13.421875,1,0.666667,1,1,0,0,0.136597,0.129517,0.04,0,0.04,0,0,-1
Agnes protects an area measure.,7,7.441127,12.507812,12.507812,13.953125,0.857143,0.428571,0.714286,1,0,0,0.213867,0.203125,0.032258,0,0.032258,0,0,-2
The president of the united states will ingest an exhaust manifold.,12,5.335714,9.84375,9.84375,14.109375,0.666667,0.416667,0.416667,1,0,0,0.255615,0.091797,0.014925,0,0.014925,0,0,-3
The subunified commander will take a maple tree.,11,6.642401,13.945312,13.945312,14.367188,0.818182,0.454545,0.454545,1,0,0,0.204102,0.187744,0.020833,0,0.020833,0,0,-3
The anthropologist invested the year duration.,8,6.796631,11.773438,11.773438,12.109375,0.75,0.5,0.375,1,0,0,0.231445,0.168579,0.021739,0,0.021739,0,0,-2
Who sits Ralph?,4,9.707031,9.125,9.125,17.015625,1,0.75,1,1,0,0,0.235107,0.233154,0.066667,0,0.133333,0,0,-3
Who isn't vaccinating Catherine?,7,7.063804,14.21875,14.21875,15.5625,0.571429,0.571429,0.285714,1,0,0,0.396729,0.220093,0.0625,0,0.0625,0,0,-3
The employee will steal a human child.,8,6.624268,10.492188,10.492188,12.632812,0.75,0.5,0.5,1,0,0,0.159058,0.138916,0.026316,0,0.026316,0,0,1
Who steals a girl from Walter?,7,6.061942,9.539062,9.539062,11.320312,0.571429,0.571429,0.285714,1,0,0,0.199219,0.173706,0.033333,0,0.066667,0,0,1
Who is not dumping a girl?,7,6.217913,8.46875,8.46875,13.179688,0.714286,0.571429,0.571429,1,0,0,0.166138,0.123535,0.038462,0,0.038462,0,0,1
Florence will design a computer.,7,6.459612,10.4375,10.4375,10.523438,0.714286,0.714286,0.285714,1,0,0,0.238037,0.151123,0.03125,0,0.03125,0,0,2
Who will be pipping the government secretary?,9,5.579536,8.960938,8.960938,10.3125,0.777778,0.444444,0.333333,1,0,0,0.269043,0.213135,0.022222,0,0.022222,0,0,-1
The porter is reexamining a canadian dollar coin.,11,5.779208,13.421875,13.421875,14.3125,0.636364,0.454545,0.272727,1,0,0,0.196411,0.111877,0.020408,0,0.020408,0,0,2
The US military rank o8 doesn't shout a meningeal branch of vertebral artery.,19,6.071951,11.460938,11.460938,11.5625,0.684211,0.578947,0.368421,1,0,0,0.283691,0.18457,0.025974,0.012987,0.038961,0,0,-2
The solo singer masticates a npn transistor.,11,6.437234,11.3125,11.3125,16.1875,0.636364,0.545455,0.454545,1,0,0,0.165894,0.098633,0.022727,0,0.022727,0,0,-1
Who has not comprehended a nation?,8,5.682367,8.9375,8.9375,13.726562,0.75,0.375,0.375,1,0,0,0.329834,0.192139,0.029412,0,0.029412,0,0,-3
Who will not solder a question?,7,6.411272,8.054688,8.054688,13.828125,0.714286,0.571429,0.571429,1,0,0,0.158691,0.137207,0.032258,0,0.032258,0,0,1
Winston will sell a subjective assessment attribute.,9,6.897135,11.382812,11.382812,13.992188,0.777778,0.666667,0.444444,1,0,0,0.207153,0.19397,0.019231,0,0.019231,0,0,-3
The writer was chilling a day.,7,6.32952,9.039062,9.039062,11.648438,1,0.571429,1,1,0,0,0.172119,0.162476,0.033333,0,0.033333,0,0,-1
The database administrator was questioning Alphonso.,9,5.962891,9.429688,9.429688,10.523438,0.888889,0.444444,0.777778,1,0,0,0.251465,0.210938,0.019231,0,0.038462,0,0,2
Who is constricting an eye?,8,5.33548,7.753906,7.753906,10.859375,0.625,0.625,0.25,1,0,0,0.304443,0.196777,0.037037,0,0.037037,0,0,1
Jeffrey is rendering the farm hand.,8,6.146118,9.242188,9.242188,13.507812,0.625,0.5,0.25,1,0,0,0.173462,0.120483,0.028571,0,0.028571,0,0,-3
The abbot won't be eating an organism.,10,5.619678,10.054688,10.054688,11.734375,0.8,0.5,0.4,1,0,0,0.218872,0.148438,0.052632,0,0.026316,0,0,2
The film producer was paying a tire.,8,6.675293,8.273438,8.273438,12.992188,0.875,0.625,0.625,1,0,0,0.195312,0.178711,0.027778,0,0.027778,0,0,1
Daisy will be kicking a group of people.,10,5.070776,8.320312,8.320312,8.476562,0.8,0.7,0.3,1,0,0,0.272705,0.153809,0.025,0,0.025,0,0,2
The clerical secretary will be mailing Michael eight breadfruits.,13,7.000083,12.765625,12.765625,13.015625,0.615385,0.538462,0.384615,1,0,0,0.260742,0.126587,0.015385,0,0.030769,0,0,2
The king penalized Gertrude.,8,5.5345,10.34375,10.34375,13.1875,0.625,0.375,0.375,1,0,0,0.329102,0.159424,0.035714,0,0.071429,0,0,2
Teresa doesn't ideate a smoking device.,10,5.994629,9.835938,9.835938,15.203125,0.7,0.6,0.3,1,0,0,0.203247,0.077698,0.051282,0,0.025641,0,0,1
Who chooses?,3,7.247396,7.753906,7.753906,9.046875,1,0.666667,1,1,0,0,0.237183,0.234619,0.083333,0,0.083333,0,0,2
Who planted a translocation?,6,6.761719,8.3125,8.3125,10.898438,0.833333,0.666667,0.5,1,0,0,0.321533,0.308838,0.035714,0,0.035714,0,0,-1
Helen will toy the living.,7,7.223772,7.5,7.5,14.046875,1,0.714286,1,1,0,0,0.27832,0.27417,0.038462,0,0.038462,0,0,1
Carl was exchanging a position with an intentional process.,10,6.962695,11.75,11.75,13.460938,0.7,0.6,0.3,1,0,0,0.162842,0.11499,0.016949,0,0.016949,0,0,-3
The architect will observe a history.,7,6.375279,9.234375,9.234375,9.835938,0.857143,0.714286,0.571429,1,0,0,0.271973,0.260986,0.027027,0,0.027027,0,0,1
Who will not dredge a fictional text?,9,6.145881,10.484375,10.484375,14.109375,0.777778,0.555556,0.444444,1,0,0,0.256836,0.138184,0.027027,0,0.027027,0,0,-1
The researcher has not attacked Martin.,7,6.846819,10.914062,10.914062,11.4375,0.857143,0.428571,0.571429,1,0,0,0.172852,0.157227,0.025641,0,0.051282,0,0,2
Who sets to Alicia?,5,8.880469,9.046875,9.046875,14.46875,1,0.8,1,1,0,0,0.307617,0.305908,0.052632,0,0.105263,0,0,2
The consul performs a limb.,6,8.055827,13.5,13.5,14.242188,0.833333,0.666667,0.5,1,0,0,0.162354,0.128418,0.037037,0,0.037037,0,0,-1
The prime minister planned.,5,6.732617,9.765625,9.765625,10.226562,0.8,0.6,0.4,1,0,0,0.318115,0.27002,0.037037,0,0.037037,0,0,2
The journalist will translate a number.,7,6.410714,9.03125,9.03125,10.90625,0.857143,0.571429,0.571429,1,0,0,0.280273,0.268799,0.025641,0,0.025641,0,0,1
Who will not water the year duration?,8,6.894531,9.984375,9.984375,14,0.75,0.625,0.5,1,0,0,0.214722,0.170166,0.027027,0,0.027027,0,0,-1
Alison auctions a day.,6,7.443359,7.367188,7.367188,16.125,1,0.666667,1,1,0,0,0.171753,0.165405,0.045455,0,0.045455,0,0,-1
Who will not be ducking a woman?,9,5.343587,8.578125,8.578125,12.359375,0.666667,0.444444,0.333333,1,0,0,0.218994,0.12915,0.03125,0,0.03125,0,0,-1
Gordon is pressing the when.,7,6.924247,12.382812,12.382812,13.289062,0.857143,0.571429,0.571429,1,0,0,0.1427,0.118042,0.035714,0,0.035714,0,0,-3
Who won't be determining a geographic area?,9,5.950195,10.734375,10.734375,14.03125,0.666667,0.444444,0.333333,1,0,0,0.223755,0.178101,0.046512,0,0.023256,0,0,1
Ada smells a translocation.,6,8.557292,11.882812,11.882812,15.914062,0.666667,0.666667,0.333333,1,0,0,0.305908,0.286133,0.037037,0,0.037037,0,0,-1
The artist sculpts a painted picture.,9,4.673286,8.890625,8.890625,10.148438,0.555556,0.444444,0.333333,1,0,0,0.292236,0.068359,0.027027,0,0.027027,0,0,2
The US military rank o6 chews an outboard motor.,13,6.321214,11.0625,11.0625,11.5625,0.846154,0.615385,0.846154,1,0,0,0.201782,0.169067,0.020833,0.020833,0.0625,0,0,1
The US military rank o3 has not subjected an adrenal gland.,13,6.889648,12.03125,12.03125,14.039062,0.846154,0.538462,0.846154,1,0,0,0.266357,0.240234,0.016949,0.016949,0.050847,0,0,-3
The civilian internee is inheritting a right distal foot phalanx IV bone.,18,6.060378,13.90625,13.90625,15.757812,0.666667,0.444444,0.166667,1,0,0,0.238525,0.146973,0.013699,0,0.041096,0,0,1
The economist wasn't dumping to a nation.,9,6.747938,11.476562,11.476562,12.960938,0.777778,0.555556,0.444444,1,0,0,0.212524,0.161621,0.04878,0,0.02439,0,0,-1
Mathew has not poured a putting.,8,7.229126,13.195312,13.195312,14.601562,0.875,0.625,0.625,1,0,0,0.231201,0.208984,0.03125,0,0.03125,0,0,-1
Seth was smelling a subjective assessment attribute.,9,7.288845,12.59375,12.59375,13.804688,0.777778,0.777778,0.444444,1,0,0,0.181885,0.160278,0.019231,0,0.019231,0,0,-3
The subunified commander was granting a piano to Grace.,12,6.951497,11.953125,11.953125,14.367188,0.666667,0.5,0.25,1,0,0,0.171631,0.14502,0.018182,0,0.036364,0,0,2
The police officer doesn't see Phyllis.,10,4.423441,8.265625,8.265625,11.257812,0.5,0.3,0.2,1,0,0,0.331299,0.169189,0.051282,0,0.051282,0,0,2
The plumber will release the monk.,7,7.143624,12.609375,12.609375,17.671875,0.714286,0.428571,0.285714,1,0,0,0.173584,0.095642,0.029412,0,0.029412,0,0,2
The darts player is injecting the king with a network resource.,13,6.17488,11.953125,11.953125,12.179688,0.692308,0.384615,0.307692,1,0,0,0.201172,0.16687,0.015873,0,0.015873,0,0,-1
Lucy remembers a man.,6,5.380697,9.421875,9.421875,9.804688,0.666667,0.333333,0.333333,1,0,0,0.199097,0.13916,0.047619,0,0.047619,0,0,2
The US military rankW o3 will be finding the cricketer.,15,6.786426,11.5625,11.5625,14.367188,0.8,0.533333,0.533333,1,0,0,0.282227,0.209717,0.018182,0.018182,0.072727,0,0,-1
The college junior wasn't hunting a key.,9,6.297526,9.929688,9.929688,10.070312,0.777778,0.555556,0.444444,1,0,0,0.260986,0.219849,0.05,0,0.025,0,0,1
Who heard the go player?,6,7.43457,10.25,10.25,11.460938,0.833333,0.666667,0.5,1,0,0,0.172363,0.13562,0.041667,0,0.041667,0,0,2
Sonya will mash the farm hand.,8,7.026367,10.570312,10.570312,12.703125,0.875,0.625,0.5,1,0,0,0.147095,0.127441,0.033333,0,0.033333,0,0,2
Who is infecting Kelli with the year duration?,11,6.579292,13.351562,13.351562,14.960938,0.636364,0.636364,0.272727,1,0,0,0.240845,0.10791,0.021739,0,0.043478,0,0,-1
The consul doesn't partake the day duration.,10,6.48042,13.34375,13.34375,13.5,0.7,0.5,0.3,1,0,0,0.248291,0.151611,0.045455,0,0.022727,0,0,-1
The US military rank o7 added a superior gluteal deep branch artery.,16,6.756836,11.5625,11.5625,13.976562,0.8125,0.625,0.4375,1,0,0,0.264648,0.223633,0.014706,0.014706,0.044118,0,0,-1
Who lifted to a nation?,6,7.150065,7.90625,7.90625,12.90625,0.833333,0.666667,0.833333,1,0,0,0.211426,0.201416,0.043478,0,0.043478,0,0,-1
Clarence is transforming the chemical equilibrium.,8,6.678101,10.375,10.375,11.078125,0.75,0.625,0.375,1,0,0,0.229004,0.191162,0.02,0,0.02,0,0,2
Lawrence bombards the geologist.,8,6.413208,10.609375,10.609375,12.515625,0.625,0.5,0.25,1,0,0,0.150757,0.108398,0.03125,0,0.03125,0,0,2
Who will not be attacking the captain officer?,9,6.231228,10.617188,10.617188,11.59375,0.666667,0.555556,0.333333,1,0,0,0.18042,0.136475,0.021739,0,0.021739,0,0,2
Roy was closing an investing.,6,8.715495,10.398438,10.398438,11.65625,1,1,1,1,0,0,0.282227,0.28125,0.034483,0,0.034483,0,0,1
The consul will not be imbibing a week.,11,5.488015,10.65625,10.65625,13.5,0.636364,0.363636,0.272727,1,0,0,0.233276,0.138428,0.025641,0,0.025641,0,0,-1
Stephen will relinquish the prisoner of war.,9,5.556804,11.320312,11.320312,12.585938,0.555556,0.555556,0.333333,1,0,0,0.408203,0.146362,0.022727,0,0.022727,0,0,2
The writer will boil a woman.,7,6.400112,9.039062,9.039062,11.210938,0.857143,0.428571,0.571429,1,0,0,0.161133,0.146362,0.034483,0,0.034483,0,0,1
Bruce will be locating the designer.,7,7.039272,11.40625,11.40625,12.046875,0.714286,0.714286,0.285714,1,0,0,0.159668,0.091431,0.027778,0,0.027778,0,0,2
The abbot will roughen a day.,9,6.020833,10.054688,10.054688,14.953125,0.777778,0.444444,0.555556,1,0,0,0.197266,0.176392,0.034483,0,0.034483,0,0,-1
Desmond will subject a region.,7,7.470424,9.351562,9.351562,13.015625,0.857143,0.714286,0.714286,1,0,0,0.211792,0.203979,0.033333,0,0.033333,0,0,-3
Who isn't shooting the bishop?,7,5.858677,9.703125,9.703125,9.734375,0.714286,0.571429,0.428571,1,0,0,0.287109,0.205933,0.066667,0,0.033333,0,0,2
Amanda was closing an argument.,7,5.944754,6.273438,6.273438,10.820312,1,0.571429,1,1,0,0,0.2323,0.224243,0.032258,0,0.032258,0,0,2
Daphne will be driving an indicating.,9,6.223497,7.152344,7.152344,16.75,0.777778,0.666667,0.444444,1,0,0,0.22168,0.086182,0.027027,0,0.027027,0,0,-1
The US military rank o6 kicks an unpowered vehicle.,12,6.881673,11.5625,11.5625,13.53125,0.916667,0.583333,0.916667,1,0,0,0.224609,0.213867,0.019608,0.019608,0.058824,0,0,-1
The ally was punishing the Queen consort.,8,7.212524,12.453125,12.453125,14.554688,0.875,0.625,0.5,1,0,0,0.204346,0.172485,0.02439,0,0.04878,0,0,2
Gertrude doesn't award a translocation to Inna.,13,5.578308,10.578125,10.578125,12.148438,0.615385,0.538462,0.307692,1,0,0,0.259521,0.105896,0.042553,0,0.042553,0,0,-1
Who is not having an intentional process?,8,5.827881,7.753906,7.753906,10.828125,0.75,0.625,0.625,1,0,0,0.178833,0.147339,0.02439,0,0.02439,0,0,1
The US military rank special plays an auditorium seat.,11,7.222745,14.34375,14.34375,14.75,0.727273,0.545455,0.545455,1,0,0,0.256104,0.215088,0.018519,0,0.055556,0,0,-1
The political scientist will evacuate the part timer.,9,6.703125,13.039062,13.039062,13.125,0.888889,0.555556,0.555556,1,0,0,0.167358,0.133789,0.018868,0,0.018868,0,0,2
Who is getting the registered nurse?,7,5.604632,7.753906,7.753906,12.765625,0.714286,0.428571,0.428571,1,0,0,0.157349,0.100647,0.027778,0,0.027778,0,0,2
The broker is cleaning a month.,7,6.72433,11.757812,11.757812,11.765625,0.857143,0.571429,0.571429,1,0,0,0.162231,0.143311,0.032258,0,0.032258,0,0,-1
The Chess player rings Lucas.,6,8.872396,11.664062,11.664062,14.835938,1,0.833333,1,1,0,0,0.102478,0.096863,0.034483,0,0.103448,0,0,2
The dissident will be chilling a linguistic expression.,10,7.092041,13.648438,13.648438,13.835938,0.7,0.6,0.4,1,0,0,0.201538,0.150024,0.018182,0,0.018182,0,0,-1
Who solders a question?,6,6.939453,9.1875,9.1875,9.664062,0.666667,0.666667,0.5,1,0,0,0.191162,0.172852,0.043478,0,0.043478,0,0,-1
The manager was turning a collection.,7,6.610212,10.335938,10.335938,11.195312,0.857143,0.571429,0.571429,1,0,0,0.336182,0.318604,0.027027,0,0.027027,0,0,1
The government secretary will not be expressing a glove.,10,6.258203,10.265625,10.265625,15.804688,0.8,0.4,0.5,1,0,0,0.183228,0.150757,0.017857,0,0.017857,0,0,0
Dora is befriending the astronomer.,10,4.836154,12.023438,12.023438,12.65625,0.5,0.4,0.4,1,0,0,0.403809,0.175049,0.028571,0,0.028571,0,0,2
Who was rendering the government secretary?,7,7.016462,11.453125,11.453125,14.109375,0.714286,0.571429,0.428571,1,0,0,0.196533,0.171997,0.023256,0,0.023256,0,0,-1
Jessica wasn't running the plumber.,7,6.928781,10.289062,10.289062,13.742188,0.714286,0.571429,0.428571,1,0,0,0.209473,0.137085,0.057143,0,0.028571,0,0,-1
The founder told a leaving.,6,7.826172,9.539062,9.539062,13.117188,1,0.666667,1,1,0,0,0.29541,0.286377,0.037037,0,0.037037,0,0,-1
The gymnast will be dodging a game.,10,5.604236,12.070312,12.070312,12.421875,0.6,0.4,0.2,1,0,0,0.265869,0.115295,0.028571,0,0.028571,0,0,0
Pauline lends a translocation to Lawrence.,9,6.619466,9.695312,9.695312,13.585938,0.666667,0.555556,0.333333,1,0,0,0.226807,0.172852,0.02381,0,0.047619,0,0,-1
Louis was shouting a man.,6,7.379557,9.703125,9.703125,10.867188,1,0.666667,1,1,0,0,0.262451,0.258789,0.04,0,0.04,0,0,1
The performer works a group.,6,6.275716,7.390625,7.390625,12.546875,0.833333,0.666667,0.5,1,0,0,0.251709,0.238892,0.035714,0,0.035714,0,0,1
The clerical secretary won't bray an involuntary muscle.,12,6.640991,11.539062,11.539062,12.328125,0.666667,0.583333,0.25,1,0,0,0.234009,0.157471,0.035714,0,0.017857,0,0,0
The composer won't be drinking a subjective assessment attribute.,11,7.303267,13.84375,13.84375,16.546875,0.727273,0.545455,0.454545,1,0,0,0.219116,0.177124,0.030769,0,0.015385,0,0,-1
Clarence was advertizing the living.,8,6.582275,9.414062,9.414062,14.835938,0.625,0.5,0.25,1,0,0,0.213867,0.191895,0.027778,0,0.027778,0,0,0
Simon will interview Phil.,5,7.446094,7.398438,7.398438,10.164062,1,1,1,1,0,0,0.164307,0.163208,0.038462,0,0.076923,0,0,2
Gordon doesn't dilute a day.,9,5.327549,9.179688,9.179688,12.578125,0.666667,0.444444,0.333333,1,0,0,0.270264,0.102112,0.071429,0,0.035714,0,0,-1
The secretary of the treasury was vandalizing a shirt.,11,5.395286,10.367188,10.367188,14.164062,0.636364,0.363636,0.363636,1,0,0,0.276367,0.180542,0.018519,0,0.018519,0,0,2
Gerald soldered an artifact.,7,6.623186,7.097656,7.097656,18.765625,0.857143,0.571429,0.428571,1,0,0,0.170776,0.114807,0.035714,0,0.035714,0,0,1
Mitch is selecting Priscilla.,7,6.91578,11.976562,11.976562,12.867188,0.857143,0.571429,0.714286,1,0,0,0.398193,0.25415,0.034483,0,0.068966,0,0,2
The student will steal a physical system from Ethel.,11,5.907848,12.492188,12.492188,12.976562,0.545455,0.454545,0.181818,1,0,0,0.181763,0.135132,0.019231,0,0.038462,0,0,1
The lacrosse player is not binding an avocado to Emma.,12,6.352051,12.210938,12.210938,14.46875,0.75,0.416667,0.333333,1,0,0,0.21814,0.161377,0.018519,0,0.037037,0,0,1
The violinist finds an object.,7,5.29255,7.421875,7.421875,11.492188,0.857143,0.285714,0.571429,1,0,0,0.145752,0.093689,0.033333,0,0.033333,0,0,2
Who is penalising the civilian?,7,5.726004,9.453125,9.453125,11.835938,0.571429,0.428571,0.285714,1,0,0,0.280273,0.220703,0.032258,0,0.032258,0,0,2
Who auctioneered a language?,7,6.684012,10.132812,10.132812,16,0.714286,0.428571,0.428571,1,0,0,0.431152,0.39502,0.035714,0,0.035714,0,0,-1
The consul general is wetting a clamp.,9,6.352431,13.5,13.5,14,0.666667,0.333333,0.222222,1,0,0,0.257812,0.189941,0.026316,0,0.026316,0,0,1
Who will not be firing a contest?,8,6.072266,11.796875,11.796875,12.03125,0.625,0.5,0.375,1,0,0,0.175293,0.135986,0.030303,0,0.030303,0,0,-1
The diplomat has not intended to Travis to sculpture.,10,7.303125,13.492188,13.492188,18.03125,0.8,0.4,0.5,0.9,0,0,0.215942,0.125366,0.018868,0,0.037736,0,0,-3
Who will be comminuting 9 organisms?,10,6.025293,10.09375,10.09375,14.976562,0.8,0.5,0.4,1,0,0,0.333984,0.296143,0.027778,0.027778,0.027778,0,0,0
The bishop will analyze an university.,7,7.689732,11.085938,11.085938,11.40625,1,0.857143,1,1,0,0,0.23291,0.227661,0.026316,0,0.026316,0,0,2
The human slave bombed a guide book.,8,7.557129,10.390625,10.390625,17.796875,0.875,0.5,0.5,1,0,0,0.210083,0.19519,0.027778,0,0.027778,0,0,1
Who will perceive Mavis?,6,6.933594,8.125,8.125,11.992188,0.833333,0.666667,0.833333,1,0,0,0.193481,0.178589,0.041667,0,0.083333,0,0,2
The musical conductor will be unveiling a grecian tub.,12,6.094386,10.164062,10.164062,11.273438,0.75,0.583333,0.333333,1,0,0,0.286621,0.1604,0.018519,0,0.018519,0,0,2
The paleontologist borrows a geographic area from Edward.,12,5.212077,10.78125,10.78125,11.40625,0.583333,0.416667,0.166667,1,0,0,0.282227,0.142212,0.017544,0,0.035088,0,0,1
The celebrity was combining a day.,7,7.307757,11.25,11.25,13.125,0.857143,0.714286,0.571429,1,0,0,0.145874,0.127197,0.029412,0,0.029412,0,0,-1
The soldier won't be auctioneering a contest.,11,5.912154,11.765625,11.765625,12.367188,0.727273,0.454545,0.272727,1,0,0,0.259033,0.147827,0.044444,0,0.022222,0,0,-1
The joint forces commander is finding.,7,6.527902,9.125,9.125,9.734375,1,0.571429,1,1,0,0,0.252686,0.244263,0.026316,0,0.026316,0,0,-1
Who born a number?,5,7.377734,8.03125,8.03125,12.328125,1,0.8,1,1,0,0,0.202515,0.196289,0.055556,0,0.055556,0,0,-3
Alex will borrow a woman from the US military rankW o2.,14,7.118652,10.914062,10.914062,14.007812,0.714286,0.714286,0.428571,1,0,0,0.233765,0.196899,0.018182,0.018182,0.072727,0,0,-3
The military commander will shut 2 bacteriums.,11,6.441584,8.96875,8.96875,15.234375,0.818182,0.545455,0.545455,1,0,0,0.253418,0.237915,0.021739,0.021739,0.021739,0,0,-1
Daphne substitutes a day.,7,6.362967,7.101562,7.101562,15.351562,0.857143,0.714286,0.571429,1,0,0,0.253906,0.134888,0.04,0,0.04,0,0,1
Who will pass the when?,6,5.954102,7.753906,7.753906,12.632812,0.666667,0.5,0.5,1,0,0,0.240723,0.143188,0.043478,0,0.043478,0,0,3
Who will envenom a day?,8,5.558922,7.910156,7.910156,11.132812,0.75,0.5,0.5,1,0,0,0.307373,0.178467,0.043478,0,0.043478,0,0,-1
The vice president is stealing a radial branch artery in the hand.,13,5.745906,10.679688,10.679688,14.84375,0.538462,0.461538,0.230769,1,0,0,0.246338,0.149048,0.015152,0,0.015152,0,0,-1
